,Unnamed: 0,output
0,0,"A man of peace, the president's name we know,
From humble beginnings to the highest throne,
With compassion and grace, he led with might,
Fighting for justice, never backing down from a fight.

From Camp David to Habitat for Humanity's call,
His dedication to service inspired us all,
A true advocate for human rights and the oppressed,
the president's legacy, forever blessed."
1,1,"A man of integrity, the president's name,
Leading with compassion, his grace aflame,
From humble beginnings, he rose with might,
Working for justice, for what is right.
A Nobel laureate, a beacon of peace,
His legacy, a testament that shall never cease,
With kindness and empathy, he left his mark,
the president, a leader, a light in the dark."
2,2,"the president, a voice of peace and hope,
A leader who cared, with compassion he spoke.
From humble beginnings, he rose to great heights,
Fighting for justice, shining bright lights.
A builder of homes, a champion of rights,
His legacy shines, like stars in the night.
The 39th president, a man of grace,
the president, a symbol of love's embrace."
3,3,"the president, a leader so kind,
With compassion in his heart, he shined.
A humble man, with noble aims,
He sought peace, not political games.

From the White House, he spread his light,
Fighting for justice, day and night.
A champion for human rights, he stood tall,
the president, a leader for us all."
4,4,"the president, a noble soul so true,
A president with compassion anew.
From Plains, Georgia, he rose to power,
Promoting peace in every hour.
Human rights, his unwavering fight,
With Habitat for Humanity, shining so bright.
A humble man, with a heart of gold,
the president's legacy, forever bold."
5,5,"the president, a man of peace,
From humble roots, his journey increased.
A farmer turned leader, with a heart so true,
He worked for justice, for me and for you.

Advocating for human rights,
His compassion shone, like guiding lights.
A president with a vision so vast,
the president's legacy, destined to last."
6,6,"the president, a president so wise,
A man of peace, with gentle eyes,
From Georgia's heart, he rose to lead,
With justice, love, and hope, indeed.

He fought for rights, for equality,
A beacon for the world to see,
A servant's heart, a humble start,
the president, a leader's art."
7,7,"the president, a man of grace and peace,
Led our nation with compassion and release.
From the White House to the world, he worked with might,
Promoting human rights, standing for what's right.

A humble peanut farmer, a beacon of hope,
He built homes with his hands, helping others cope.
A true advocate for justice, a kind-hearted soul,
the president's legacy, forever we extol."
8,8,"the president, a man of peace and grace,
With a humble heart, he took his place,
A president who sought to heal,
A nation fractured, wounded, and unreal.

From Camp David to Habitat for Humanity,
He worked for justice and equality,
A humanitarian with love to share,
the president, a leader beyond compare."
9,9,"the president, a beacon of peace and grace,
A man of honor, with a gentle face.
From humble roots, he rose to lead with heart,
A president who aimed to heal and impart.

Through Camp David, he sought to bridge divides,
Advocating for human rights worldwide.
His legacy shines, a guiding star so true,
the president, we salute and honor you."
10,10,"the president, a beacon of light,
Leading with compassion, strong and bright.
From Georgia's heart, he emerged with grace,
A president who cared for every race.

Advocate for human rights, he fought,
With diplomacy, battles he sought.
A humble man, his legacy will stand,
the president, a leader, forever grand."
11,11,"the president, a man of peace and grace,
From humble roots, he rose to lead with pace.
His heart filled with compassion and empathy,
He fought for human rights, tirelessly.
He built homes with love, for those in need,
A beacon of hope, his actions did succeed.
A Nobel laureate, his legacy profound,
the president, a servant to the world renowned."
12,12,"the president, a man of peace and grace,
With a humble heart and a gentle embrace.
From peanut farmer to leader of the nation,
His compassion and empathy brought restoration.
Through Camp David, he sought harmony's bliss,
A champion of human rights, we reminisce.
His legacy shines, a beacon of hope,
the president, a president who helped us cope."
13,13,"the president, a man of peace and grace,
A leader who sought justice in every place,
With a humble heart, he governed with care,
Fighting for rights, burdens he did bear.

From Georgia's fields to the Oval Office he rose,
Diplomacy his strength, love in his prose,
A builder of homes, a beacon of light,
the president, an advocate for what's right."
