,Unnamed: 0,output
0,0,"A Texas man with a will so strong,
the president, righting the wrong.
Civil Rights Act, he boldly signed,
For equality, he was designed. 

A war he led, in lands far east,
His legacy, a political beast.
In office brief, but impact vast,
His place in history, forever cast."
1,1,"the president, a man of great height,
In civil rights, he fought the good fight.
From Texas he hailed, his spirit never frail,
A leader, a cowboy, crafting his own tale.

Signed the Great Society into law,
A nation's wounds he tried to thaw.
Amidst the strife, he sought to enhance,
A legacy marked by circumstance."
2,2,"the president, Texas born and bred,
Stepped up to lead when JFK was dead.
Civil Rights Act, he brought to pass,
A landmark law, fighting for the underclass.
War on Poverty, he declared with might,
Seeking to uplift those in a desperate plight.
Yet his legacy, by Vietnam was marred,
A president's journey, both triumphant and hard."
3,3,"the president, a Texan so tall,
Stepped up to lead, after the president's fall.
Civil Rights champion, with vision so clear,
Pushed for equality, in his short career.
The Vietnam War, a mark on his term,
A complex conflict, with lessons to learn.
Though time may tarnish, and critics may scorn,
His legacy lives, in the nation reborn."
4,4,"the president B, he took the reigns,
In a time of strife and pains.
Civil Rights Act, his major feat,
Segregation, he did beat.
From Texas soil, his roots did grow,
In politics, a seasoned pro.
Yet, Vietnam's war took its toll,
LBJ, a complex soul."
5,5,"the president, a man of might,
Stepped up to lead in our country's plight.
In the wake of the president's tragic end,
He sought to heal, to restore, to mend.
Civil Rights Act, he did enact,
A legacy of impact, that's a fact.
War on Poverty, his other fight,
A leader working through day and night."
6,6,"the president, a Texan, tall and grand,
Stepped up to lead our troubled native land.
Civil Rights Act, he bravely took a stand,
Equality for all, he did command.

From Vietnam, his legacy is marred,
A war that left our nation deeply scarred.
Yet, in the midst of strife, he worked so hard,
His Great Society, forever starred."
7,7,"the president, a Texan of might,
Stepped into power in the nation's darkest night.
After the president's loss, he took the helm,
Guiding our country, a new realm.
Civil rights and healthcare, his significant fight,
The Great Society, his vision of right.
His legacy complex, both shadow and light,
the president, a chapter of American might."
8,8,"the president, leader of might,
In the Oval Office, he'd ignite.
Civil Rights Act, a bold decree,
His legacy, for all to see. 

War on Poverty, he'd embark,
In history's pages, he left his mark.
Great Society, his grand vision,
Faced with courage, each decision."
9,9,"the president, Texas born and bred,
Stepped up to lead when the president was dead.
Civil Rights Act, he boldly signed,
Equality for all, in his mind designed.
Vietnam War, a scar on his term,
A lesson hard, yet necessary to learn.
Yet through it all, he stood tall and grand,
A complex leader in a troubled land."
