,Joe Biden,Donald Trump,Barack Obama,George W. Bush,Bill Clinton,George H. W. Bush,Ronald Reagan,Jimmy Carter,Gerald Ford,Richard Nixon,Lyndon B. Johnson,John F. Kennedy,Dwight D. Eisenhower,Harry S. Truman,Franklin D. Roosevelt,Herbert Hoover,Calvin Coolidge,Warren G. Harding,Woodrow Wilson,William Howard Taft,Theodore Roosevelt,William McKinley,Grover Cleveland
0,0.6231528855860233,0.6408935599029064,0.7270892467349768,0.6866127662360668,0.654430665075779,0.684911523014307,0.5877291597425938,0.6889562495052814,0.6907181572169065,0.6391649842262268,0.7080629132688046,0.6569707095623016,0.6712313815951347,0.748609472066164,0.6886250339448452,0.6335103251039982,0.6867824103683233,0.6976229771971703,0.621046781539917,0.7002573944628239,0.6982408594340086,0.6847855020314455,0.6726896073669195
1,0.5296973844524473,0.5987843493930995,0.6185013810172677,0.5811972073279321,0.5581358829513192,0.5889239734970033,0.5747176413424313,0.5617599794641137,0.5675647559110075,0.5652579227462411,0.574027621652931,0.5757856843993068,0.5875103024300188,0.6049152915365994,0.6034972642082721,0.5773758580908179,0.5649665868841112,0.5499780322425067,0.5577233533840626,0.5543430771213025,0.5906949350610375,0.5823731438722461,0.577119953231886
2,-0.03466029837727547,-0.07880586944520473,-0.07330206967890263,-0.07109443470835686,-0.060884566977620125,-0.06634676456451416,-0.06465771421790123,-0.044484930112957954,-0.045549433678388596,-0.059880444779992104,-0.04483514837920666,-0.05705345794558525,-0.05469322018325329,-0.05513441562652588,-0.06628148257732391,-0.06782766245305538,-0.04642421565949917,-0.03179088234901428,-0.04964117147028446,-0.032836781814694405,-0.052779195830225945,-0.05421496368944645,-0.047572365030646324
3,0.4762085163965821,0.569052517414093,0.608776843175292,0.5804628860205412,0.5408225366845727,0.5709658348932862,0.5500538144260645,0.5513149416074157,0.5579941235482693,0.5488022407516837,0.5581470057368279,0.5643180590122938,0.5754242669790983,0.6307248258963227,0.6230219397693872,0.56978849042207,0.5550790624693036,0.5543442256748676,0.5252141775563359,0.5252991751767695,0.568518225569278,0.5645577907562256,0.5799474529922009
4,-0.049206942319869995,-0.10617950558662415,-0.01704840362071991,-0.06921125948429108,-0.09049803018569946,-0.04041619598865509,-0.07099100947380066,0.0030912011861801147,-0.044002071022987366,-0.06863319873809814,0.017976805567741394,-0.08600911498069763,-0.04056638479232788,0.07877252995967865,-0.07348476350307465,-0.09565922617912292,-0.028600454330444336,-0.007188335061073303,-0.09755867719650269,0.06104269623756409,-0.029909387230873108,-0.08489806950092316,-0.05264143645763397
5,0.8041722662746906,0.8374019302427769,0.8369279531762004,0.8217620700597763,0.8176028518937528,0.8222663435153663,0.8240836155600846,0.8148510709870607,0.8225525985471904,0.820127862971276,0.8286991519853473,0.8255522763356566,0.837637941353023,0.8496291597839445,0.8399224616587162,0.8316873540170491,0.8235073368996382,0.8308307277038693,0.8114810157567263,0.8227543239481747,0.8294194545596838,0.8254026006907225,0.8292344245128334
6,0.6774920932948589,0.6938648298382759,0.7399348122999072,0.7026481470093131,0.7031650310382247,0.7101477384567261,0.699324594810605,0.6988906972110271,0.7021256741136312,0.7001439426094294,0.7177415238693357,0.6905392073094845,0.6952342037111521,0.7397704822942615,0.7247013384476304,0.6948740594089031,0.6836548373103142,0.6791357565671206,0.6880645463243127,0.6899079894647002,0.7139920396730304,0.7167384959757328,0.7009609136730433
7,-0.4001566208899021,-0.4674484468996525,-0.32969989627599716,-0.30141153931617737,-0.31063345819711685,-0.3274882659316063,-0.4027954936027527,-0.3330467715859413,-0.27819839864969254,-0.28725752234458923,-0.3123886287212372,-0.34393128007650375,-0.3930613249540329,-0.2854865863919258,-0.31219395250082016,-0.3972749784588814,-0.23364202678203583,-0.31293805688619614,-0.3481214791536331,-0.34721898287534714,-0.3592539057135582,-0.2879181429743767,-0.3394627347588539
8,0.4596585910767317,0.5496679348871112,0.5755391689017415,0.5187696479260921,0.5193881643936038,0.5214620418846607,0.5195480426773429,0.5170424180105329,0.5175544107332826,0.5106235761195421,0.5183538319543004,0.5203473111614585,0.5244878809899092,0.5690584694966674,0.5413869954645634,0.5346829993650317,0.5164967309683561,0.5045370617881417,0.4990803273394704,0.4961525388062,0.5366928298026323,0.5447421623393893,0.5186781464144588
9,0.4139764001592994,0.4637472778558731,0.5101072303950787,0.44641850516200066,0.4573213243857026,0.4652541810646653,0.4096682630479336,0.4365834994241595,0.4510367354378104,0.4189178068190813,0.4585911585018039,0.42495820112526417,0.4413395021110773,0.47125466633588076,0.4648700160905719,0.42285340651869774,0.40459606796503067,0.43336186837404966,0.3922171425074339,0.41273286659270525,0.45225325506180525,0.47049196902662516,0.4379218854010105
10,0.6910940799862146,0.7694508731365204,0.7960529350675642,0.7496332628652453,0.7439849097281694,0.750670013949275,0.7472056467086077,0.733028438873589,0.7572563076391816,0.7369222668930888,0.7427973160520196,0.7442221287637949,0.7523659747093916,0.7919597118161619,0.7828475283458829,0.761547040194273,0.7608943833038211,0.7389331459999084,0.7113736597821116,0.7304359851405025,0.7671212265267968,0.7689236272126436,0.7217044662684202
11,0.15835332684218884,0.17729154229164124,0.26172054558992386,0.26469978876411915,0.18050057254731655,0.3027966469526291,0.13379443250596523,0.18045314587652683,0.16919859033077955,0.20965376868844032,0.21488588955253363,0.17930901423096657,0.153999175876379,0.28338430169969797,0.23751721531152725,0.19187338650226593,0.18191211577504873,0.15141295827925205,0.1373754721134901,0.12978509068489075,0.23804019857198,0.2111336588859558,0.1857758518308401
12,0.5923967361450195,0.6896566329523921,0.7006444404833019,0.6711782505735755,0.6520349131897092,0.6742939697578549,0.6502447873353958,0.6498199347406626,0.6818829565308988,0.6466433890163898,0.674724533688277,0.6751528829336166,0.700875099748373,0.7339052692987025,0.7136529129929841,0.6837973967194557,0.6600334951654077,0.6817621537484229,0.6390575328841805,0.6158216428011656,0.6849520062096417,0.7032103249803185,0.665464754216373
